sourceRow,name,productCode,sheetUnit,dibeli,dijual,category,suggestedPrimaryUnit,existingNameMatch,existingSkuForName,existingUnitForName,existingParentForName,existingNamesUsingSameSku,issueTypes,suggestedAction,normalizedNameKey,matchedExistingNameByNormalizedKey,refinedIssueTypes,refinedSuggestedAction,finalBucket,finalSku,finalName,finalPrimaryUnit,finalAction,finalCategory
48,"Rafia Hitam KW 0,7 (6)",RHK0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,7 (6)",RHK0760,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,7 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 0.7 (6),"Rafia Hitam KW 0,7 (6)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK0760,"Rafia Hitam KW 0,7 (6)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
49,"Rafia Hitam KW 0,8 (10)",RHK0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,8 (10)",RHK0810,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,8 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 0.8 (10),"Rafia Hitam KW 0,8 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK0810,"Rafia Hitam KW 0,8 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
50,"Rafia Hitam KW 0,85 (10)",RHK8510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,85 (10)",RHK8510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,85 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 0.85 (10),"Rafia Hitam KW 0,85 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK8510,"Rafia Hitam KW 0,85 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
51,"Rafia Hitam KW 0,9 (10)",RHK0910,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,9 (10)",RHK0910,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,9 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 0.9 (10),"Rafia Hitam KW 0,9 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK0910,"Rafia Hitam KW 0,9 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
52,"Rafia Hitam KW 0,95 (10)",RHK9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 0,95 (10)",RHK9510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 0,95 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 0.95 (10),"Rafia Hitam KW 0,95 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK9510,"Rafia Hitam KW 0,95 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
53,"Rafia Hitam KW 0,4 (10)",RHK0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hitam KW 0.4 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia hitam kw 0.4 (10),Rafia Hitam KW 0.4 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RHK0410,"Rafia Hitam KW 0,4 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
54,Rafia Hitam KW 1 (10),RHK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Hitam KW 1 (10),RHK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Hitam KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 1 (10),Rafia Hitam KW 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK1010,Rafia Hitam KW 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
55,"Rafia Hitam KW 1,5 (10)",RHK1510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam KW 1,5 (10)",RHK1510,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam KW 1,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam kw 1.5 (10),"Rafia Hitam KW 1,5 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHK1510,"Rafia Hitam KW 1,5 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
56,Rafia Hitam Super,RHS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Hitam Super,RHS0000,KG,Produk FINISHED GOOD Rafia,Rafia Hitam Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam super,Rafia Hitam Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHS0000,Rafia Hitam Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
57,"Rafia Hitam Super 0,9 (10)",RHS0910,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Hitam Super 0,9 (10)",RHS0910,BAL,Produk FINISHED GOOD Rafia,"Rafia Hitam Super 0,9 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam super 0.9 (10),"Rafia Hitam Super 0,9 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHS0910,"Rafia Hitam Super 0,9 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
58,"Rafia Hitam Super 0,5 (10)",RHS0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hitam Super 0.5 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia hitam super 0.5 (10),Rafia Hitam Super 0.5 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RHS0510,"Rafia Hitam Super 0,5 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
59,"Rafia Hitam Super 0,85 (10)",RHS8510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Hitam Super 0.85 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia hitam super 0.85 (10),Rafia Hitam Super 0.85 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RHS8510,"Rafia Hitam Super 0,85 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
60,Rafia Hitam Super 1 (10),RHS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Hitam Super 1 (10),RHS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Hitam Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam super 1 (10),Rafia Hitam Super 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHS1010,Rafia Hitam Super 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
61,Rafia Hitam Super Jasa,RHJ0000,Kg,,4-108 Penjualan Rafia Maklon,BARANG JADI,KG,Rafia Hitam Super Jasa,RHJ0000,KG,Produk FINISHED GOOD Rafia,Rafia Hitam Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia hitam super jasa,Rafia Hitam Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RHJ0000,Rafia Hitam Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
62,Rafia Kuning KW,RKK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Kuning KW,RKK0000,KG,Produk FINISHED GOOD Rafia,Rafia Kuning KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning kw,Rafia Kuning KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKK0000,Rafia Kuning KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
63,Rafia Kuning KW 1 (10),RKK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Kuning KW 1 (10),RKK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Kuning KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning kw 1 (10),Rafia Kuning KW 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKK1010,Rafia Kuning KW 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
64,Rafia Kuning KW Super,RKW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Kuning KW Super,RKW0000,KG,Produk FINISHED GOOD Rafia,Rafia Kuning KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning kw super,Rafia Kuning KW Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKW0000,Rafia Kuning KW Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
65,Rafia Kuning Super,RKS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Kuning Super,RKS0000,KG,Produk FINISHED GOOD Rafia,Rafia Kuning Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning super,Rafia Kuning Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKS0000,Rafia Kuning Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
66,"Rafia Kuning Super 0,4 (10)",RKS0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Kuning Super 0,4 (10)",RKS0410,BAL,Produk FINISHED GOOD Rafia,"Rafia Kuning Super 0,4 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning super 0.4 (10),"Rafia Kuning Super 0,4 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKS0410,"Rafia Kuning Super 0,4 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
67,"Rafia Kuning Super 0,75 (6)",RKS7560,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Kuning Super 0,75 (6)",RKS7560,BAL,Produk FINISHED GOOD Rafia,"Rafia Kuning Super 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning super 0.75 (6),"Rafia Kuning Super 0,75 (6)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKS7560,"Rafia Kuning Super 0,75 (6)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
68,"Rafia Kuning Super 0,8 (10)",RKS0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Kuning Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia kuning super 0.8 (10),Rafia Kuning Super 0.8 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RKS0810,"Rafia Kuning Super 0,8 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
69,Rafia Kuning Super 1 (10),RKS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Kuning Super 1 (10),RKS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Kuning Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia kuning super 1 (10),Rafia Kuning Super 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RKS1010,Rafia Kuning Super 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
70,Rafia Merah KW,RMK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Merah KW,RMK0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah kw,Rafia Merah KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMK0000,Rafia Merah KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
71,"Rafia Merah Kw 0,5 (10)",RMK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Merah Kw 0,5 (10)",RMK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Merah Kw 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah kw 0.5 (10),"Rafia Merah Kw 0,5 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMK0510,"Rafia Merah Kw 0,5 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
72,Rafia Merah KW 1 (10),RMK1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Merah KW 1 (10),RMK1010,BAL,Produk FINISHED GOOD Rafia,Rafia Merah KW 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah kw 1 (10),Rafia Merah KW 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMK1010,Rafia Merah KW 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
73,Rafia Merah KW Super,RMW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Merah KW Super,RMW0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah kw super,Rafia Merah KW Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMW0000,Rafia Merah KW Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
74,Rafia Merah Super,RMS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Merah Super,RMS0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah super,Rafia Merah Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMS0000,Rafia Merah Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
75,"Rafia Merah Super 0,7 (6)",RMS0760,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Merah Super 0,7 (6)",RMS0760,BAL,Produk FINISHED GOOD Rafia,"Rafia Merah Super 0,7 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah super 0.7 (6),"Rafia Merah Super 0,7 (6)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMS0760,"Rafia Merah Super 0,7 (6)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
76,"Rafia Merah Super 0,75 (6)",RMS7560,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Merah Super 0,75 (6)",RMS7560,BAL,Produk FINISHED GOOD Rafia,"Rafia Merah Super 0,75 (6)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah super 0.75 (6),"Rafia Merah Super 0,75 (6)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMS7560,"Rafia Merah Super 0,75 (6)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
77,"Rafia Merah Super 0,8 (10)",RMS0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Merah Super 0.8 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia merah super 0.8 (10),Rafia Merah Super 0.8 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RMS0810,"Rafia Merah Super 0,8 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
78,"Rafia Merah Super 0,95 (10)",RMS9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,,,,,Rafia Merah Super 0.95 (10),SKU_ALREADY_USED_BY_OTHER_EXISTING_VARIANT,NEW_BY_NAME,rafia merah super 0.95 (10),Rafia Merah Super 0.95 (10),NAME_FORMAT_DOT_TYPO,TREAT_AS_EXISTING_NAME_TYPO,SAFE_EXISTING_UPDATE,RMS9510,"Rafia Merah Super 0,95 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
79,Rafia Merah Super 1 (10),RMS1010,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Merah Super 1 (10),RMS1010,BAL,Produk FINISHED GOOD Rafia,Rafia Merah Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah super 1 (10),Rafia Merah Super 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMS1010,Rafia Merah Super 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
81,Rafia Merah Super Jasa,RMJ0000,Kg,,4-108 Penjualan Rafia Maklon,BARANG JADI,KG,Rafia Merah Super Jasa,RMJ0000,KG,Produk FINISHED GOOD Rafia,Rafia Merah Super Jasa,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia merah super jasa,Rafia Merah Super Jasa,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RMJ0000,Rafia Merah Super Jasa,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
83,Rafia Orange Super,ROS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Orange Super,ROS0000,KG,Produk FINISHED GOOD Rafia,Rafia Orange Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia orange super,Rafia Orange Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,ROS0000,Rafia Orange Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
84,Rafia Ungu KW,RUK0000,Kg,,4-104 Penjualan Rafia Kw,BARANG JADI,KG,Rafia Ungu KW,RUK0000,KG,Produk FINISHED GOOD Rafia,Rafia Ungu KW,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia ungu kw,Rafia Ungu KW,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RUK0000,Rafia Ungu KW,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
85,Rafia Ungu KW Super,RUW0000,Kg,,4-116 Penjualan Rafia Kw Super,BARANG JADI,KG,Rafia Ungu KW Super,RUW0000,KG,Produk FINISHED GOOD Rafia,Rafia Ungu KW Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia ungu kw super,Rafia Ungu KW Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RUW0000,Rafia Ungu KW Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
86,Rafia Ungu Super,RUS0000,Kg,,4-102 Penjualan Rafia Super,BARANG JADI,KG,Rafia Ungu Super,RUS0000,KG,Produk FINISHED GOOD Rafia,Rafia Ungu Super,,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia ungu super,Rafia Ungu Super,NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RUS0000,Rafia Ungu Super,KG,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
87,Rafia Ungu Super 1 (10),RUS0110,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,Rafia Ungu Super 1 (10),RUS0110,BAL,Produk FINISHED GOOD Rafia,Rafia Ungu Super 1 (10),,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia ungu super 1 (10),Rafia Ungu Super 1 (10),NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RUS0110,Rafia Ungu Super 1 (10),BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
88,"Rafia Warna KW 0,15",RWK1500,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,15",RWK1500,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,15",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.15,"Rafia Warna KW 0,15",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK1500,"Rafia Warna KW 0,15",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
90,"Rafia Warna KW 0,4 (10)",RWK0410,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,4 (10)",RWK0410,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,4 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.4 (10),"Rafia Warna KW 0,4 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK0410,"Rafia Warna KW 0,4 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
91,"Rafia Warna KW 0,5 (10)",RWK0510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,5 (10)",RWK0510,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,5 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.5 (10),"Rafia Warna KW 0,5 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK0510,"Rafia Warna KW 0,5 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
92,"Rafia Warna Kw 0,5 (20)",RWK0520,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna Kw 0,5 (20)",RWK0520,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna Kw 0,5 (20)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.5 (20),"Rafia Warna Kw 0,5 (20)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK0520,"Rafia Warna Kw 0,5 (20)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
93,"Rafia Warna KW 0,7 (10)",RWK0710,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,7 (10)",RWK0710,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,7 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.7 (10),"Rafia Warna KW 0,7 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK0710,"Rafia Warna KW 0,7 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
94,"Rafia Warna KW 0,8 (10)",RWK0810,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,8 (10)",RWK0810,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,8 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.8 (10),"Rafia Warna KW 0,8 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK0810,"Rafia Warna KW 0,8 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
95,"Rafia Warna KW 0,9 (10)",RWK0910,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,9 (10)",RWK0910,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,9 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.9 (10),"Rafia Warna KW 0,9 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK0910,"Rafia Warna KW 0,9 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
96,"Rafia Warna KW 0,95 (10)",RWK9510,Bal,,4-101 Penjualan Rafia Bal,BARANG JADI,BAL,"Rafia Warna KW 0,95 (10)",RWK9510,BAL,Produk FINISHED GOOD Rafia,"Rafia Warna KW 0,95 (10)",,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,rafia warna kw 0.95 (10),"Rafia Warna KW 0,95 (10)",NAME_FORMAT_DOT_TYPO,EXISTS_BY_NAME;READY_AFTER_BASIC_REVIEW,SAFE_EXISTING_UPDATE,RWK9510,"Rafia Warna KW 0,95 (10)",BAL,SAFE_EXISTING_UPDATE,EXISTING_UPDATE
